TOWN,LAT,LON,CRIM,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT,PRICE
Boston Allston-Brighton,-71.0830,42.2172,8.98296,18.10,1,0.770,6.212,97.40,2.1222,24,666,20.2,377.73,17.60
Boston Allston-Brighton,-71.0950,42.2120,3.84970,18.10,1,0.770,6.395,91.00,2.5052,24,666,20.2,391.34,13.27
Boston Allston-Brighton,-71.1007,42.2100,5.20177,18.10,1,0.770,6.127,83.40,2.7227,24,666,20.2,395.43,11.48
Boston Allston-Brighton,-71.0930,42.2070,4.26131,18.10,0,0.770,6.112,81.30,2.5091,24,666,20.2,390.74,12.67
Boston Allston-Brighton,-71.0905,42.2033,4.54192,18.10,0,0.770,6.398,88.00,2.5182,24,666,20.2,374.56,7.79
Boston Allston-Brighton,-71.0865,42.2100,3.83684,18.10,0,0.770,6.251,91.10,2.2955,24,666,20.2,350.65,14.19
Boston Allston-Brighton,-71.0810,42.2080,3.67822,18.10,0,0.770,5.362,96.20,2.1036,24,666,20.2,380.79,10.19
Boston Allston-Brighton,-71.0865,42.2150,4.22239,18.10,1,0.770,5.803,89.00,1.9047,24,666,20.2,353.04,14.64
Boston Back Bay,-71.0590,42.2098,3.47428,18.10,1,0.718,8.780,82.90,1.9047,24,666,20.2,354.55,5.29
Boston Back Bay,-71.0595,42.2075,4.55587,18.10,0,0.718,3.561,87.90,1.6132,24,666,20.2,354.70,7.12
Boston Back Bay,-71.0540,42.2052,3.69695,18.10,0,0.718,4.963,91.40,1.7523,24,666,20.2,316.03,14.00
Boston Back Bay,-71.0508,42.2070,13.52220,18.10,0,0.631,3.863,100.00,1.5106,24,666,20.2,131.42,13.33
Boston Back Bay,-71.0480,42.2105,4.89822,18.10,0,0.631,4.970,100.00,1.3325,24,666,20.2,375.52,3.26
Boston Back Bay,-71.0497,42.2125,5.66998,18.10,1,0.631,6.683,96.80,1.3567,24,666,20.2,375.33,3.73
Boston Beacon Hill,-71.0422,42.2144,6.53876,18.10,1,0.631,7.016,97.50,1.2024,24,666,20.2,392.05,2.96
Boston Beacon Hill,-71.0417,42.2160,9.23230,18.10,0,0.631,6.216,100.00,1.1691,24,666,20.2,366.15,9.53
Boston Beacon Hill,-71.0397,42.2182,8.26725,18.10,1,0.668,5.875,89.60,1.1296,24,666,20.2,347.88,8.88
Boston North End,-71.0339,42.2207,11.10810,18.10,0,0.668,4.906,100.00,1.1742,24,666,20.2,396.90,34.77
Boston North End,-71.0346,42.2187,18.49820,18.10,0,0.668,4.138,100.00,1.1370,24,666,20.2,396.90,37.97
Boston Charlestown,-71.0367,42.2240,19.60910,18.10,0,0.671,7.313,97.90,1.3163,24,666,20.2,396.90,13.44
Boston Charlestown,-71.0340,42.2260,15.28800,18.10,0,0.671,6.649,93.30,1.3449,24,666,20.2,363.02,23.24
Boston Charlestown,-71.0380,42.2265,9.82349,18.10,0,0.671,6.794,98.80,1.3580,24,666,20.2,396.90,21.24
Boston Charlestown,-71.0400,42.2248,23.64820,18.10,0,0.671,6.380,96.20,1.3861,24,666,20.2,396.90,23.69
Boston Charlestown,-71.0400,42.2275,17.86670,18.10,0,0.671,6.223,100.00,1.3861,24,666,20.2,393.74,21.78
Boston Charlestown,-71.0460,42.2300,88.97620,18.10,0,0.671,6.968,91.90,1.4165,24,666,20.2,396.90,17.21
Boston East Boston,-71.0410,42.2290,15.87440,18.10,0,0.671,6.545,99.10,1.5192,24,666,20.2,396.90,21.08
Boston East Boston,-71.0230,42.2287,9.18702,18.10,0,0.700,5.536,100.00,1.5804,24,666,20.2,396.90,23.60
Boston East Boston,-71.0215,42.2270,7.99248,18.10,0,0.700,5.520,100.00,1.5331,24,666,20.2,396.90,24.56
Boston East Boston,-71.0245,42.2235,20.08490,18.10,0,0.700,4.368,91.20,1.4395,24,666,20.2,285.83,30.63
Boston East Boston,-71.0235,42.2213,16.81180,18.10,0,0.700,5.277,98.10,1.4261,24,666,20.2,396.90,30.81
Boston East Boston,-71.0228,42.2231,24.39380,18.10,0,0.700,4.652,100.00,1.4672,24,666,20.2,396.90,28.28
Boston East Boston,-71.0215,42.2248,22.59710,18.10,0,0.700,5.000,89.50,1.5184,24,666,20.2,396.90,31.99
Boston East Boston,-71.0195,42.2255,14.33370,18.10,0,0.700,4.880,100.00,1.5895,24,666,20.2,372.92,30.62
Boston East Boston,-71.0168,42.2281,8.15174,18.10,0,0.700,5.390,98.90,1.7281,24,666,20.2,396.90,20.85
Boston East Boston,-71.0109,42.2300,6.96215,18.10,0,0.700,5.713,97.00,1.9265,24,666,20.2,394.43,17.11
Boston East Boston,-71.0035,42.2330,5.29305,18.10,0,0.700,6.051,82.50,2.1678,24,666,20.2,378.38,18.76
Boston East Boston,-71.0200,42.2205,11.57790,18.10,0,0.700,5.036,97.00,1.7700,24,666,20.2,396.90,25.68
Boston South Boston,-71.0167,42.2010,8.64476,18.10,0,0.693,6.193,92.60,1.7912,24,666,20.2,396.90,15.17
Boston South Boston,-71.0200,42.1993,13.35980,18.10,0,0.693,5.887,94.70,1.7821,24,666,20.2,396.90,16.35
Boston South Boston,-71.0220,42.1996,8.71675,18.10,0,0.693,6.471,98.80,1.7257,24,666,20.2,391.98,17.12
Boston South Boston,-71.0260,42.1993,5.87205,18.10,0,0.693,6.405,96.00,1.6768,24,666,20.2,396.90,19.37
Boston South Boston,-71.0250,42.2024,7.67202,18.10,0,0.693,5.747,98.90,1.6334,24,666,20.2,393.10,19.92
Boston South Boston,-71.0230,42.2090,38.35180,18.10,0,0.693,5.453,100.00,1.4896,24,666,20.2,396.90,30.59
Boston South Boston,-71.0330,42.2032,9.91655,18.10,0,0.693,5.852,77.80,1.5004,24,666,20.2,338.16,29.97
Boston South Boston,-71.0326,42.2011,25.04610,18.10,0,0.693,5.987,100.00,1.5888,24,666,20.2,396.90,26.77
Boston South Boston,-71.0300,42.2015,14.23620,18.10,0,0.693,6.343,100.00,1.5741,24,666,20.2,396.90,20.32
Boston South Boston,-71.0300,42.1988,9.59571,18.10,0,0.693,6.404,100.00,1.6390,24,666,20.2,376.11,20.31
Boston South Boston,-71.0332,42.1980,24.80170,18.10,0,0.693,5.349,96.00,1.7028,24,666,20.2,396.90,19.77
Boston South Boston,-71.0345,42.2001,41.52920,18.10,0,0.693,5.531,85.40,1.6074,24,666,20.2,329.46,27.38
Boston South Boston,-71.0320,42.2057,67.92080,18.10,0,0.693,5.683,100.00,1.4254,24,666,20.2,384.97,22.98
Boston Downtown,-71.0390,42.2198,20.71620,18.10,0,0.659,4.138,100.00,1.1781,24,666,20.2,370.22,23.34
Boston Downtown,-71.0427,42.2090,11.95110,18.10,0,0.659,5.608,100.00,1.2852,24,666,20.2,332.09,12.13
Boston Downtown,-71.0437,42.2050,7.40389,18.10,0,0.597,5.617,97.90,1.4547,24,666,20.2,314.64,26.40
Boston Downtown,-71.0455,42.2060,14.43830,18.10,0,0.597,6.852,100.00,1.4655,24,666,20.2,179.36,19.78
Boston Downtown,-71.0462,42.2075,51.13580,18.10,0,0.597,5.757,100.00,1.4130,24,666,20.2,2.60,10.11
Boston Downtown,-71.0487,42.2048,14.05070,18.10,0,0.597,6.657,100.00,1.5275,24,666,20.2,35.05,21.22
Boston Downtown,-71.0470,42.2030,18.81100,18.10,0,0.597,4.628,100.00,1.5539,24,666,20.2,28.79,34.37
Boston Downtown,-71.0451,42.2015,28.65580,18.10,0,0.597,5.155,100.00,1.5894,24,666,20.2,210.97,20.08
Boston Roxbury,-71.0420,42.1985,45.74610,18.10,0,0.693,4.519,100.00,1.6582,24,666,20.2,88.27,36.98
Boston Roxbury,-71.0455,42.1953,18.08460,18.10,0,0.679,6.434,100.00,1.8347,24,666,20.2,27.25,29.05
Boston Roxbury,-71.0477,42.1965,10.83420,18.10,0,0.679,6.782,90.80,1.8195,24,666,20.2,21.57,25.79
Boston Roxbury,-71.0498,42.2007,25.94060,18.10,0,0.679,5.304,89.10,1.6475,24,666,20.2,127.36,26.64
Boston Roxbury,-71.0525,42.1989,73.53410,18.10,0,0.679,5.957,100.00,1.8026,24,666,20.2,16.45,20.62
Boston Roxbury,-71.0586,42.1999,11.81230,18.10,0,0.718,6.824,76.50,1.7940,24,666,20.2,48.45,22.74
Boston Roxbury,-71.0618,42.1990,11.08740,18.10,0,0.718,6.411,100.00,1.8589,24,666,20.2,318.75,15.02
Boston Roxbury,-71.0650,42.2018,7.02259,18.10,0,0.718,6.006,95.30,1.8746,24,666,20.2,319.98,15.70
Boston Roxbury,-71.0665,42.1970,12.04820,18.10,0,0.614,5.648,87.60,1.9512,24,666,20.2,291.55,14.10
Boston Roxbury,-71.0619,42.1948,7.05042,18.10,0,0.614,6.103,85.10,2.0218,24,666,20.2,2.52,23.29
Boston Roxbury,-71.0590,42.1920,8.79212,18.10,0,0.584,5.565,70.60,2.0635,24,666,20.2,3.65,17.16
Boston Roxbury,-71.0577,42.1967,15.86030,18.10,0,0.679,5.896,95.40,1.9096,24,666,20.2,7.68,24.39
Boston Roxbury,-71.0558,42.1937,12.24720,18.10,0,0.584,5.837,59.70,1.9976,24,666,20.2,24.65,15.69
Boston Roxbury,-71.0542,42.1961,37.66190,18.10,0,0.679,6.202,78.70,1.8629,24,666,20.2,18.82,14.52
Boston Roxbury,-71.0521,42.1940,7.36711,18.10,0,0.679,6.193,78.10,1.9356,24,666,20.2,96.73,21.52
Boston Roxbury,-71.0485,42.1920,9.33889,18.10,0,0.679,6.380,95.60,1.9682,24,666,20.2,60.72,24.08
Boston Roxbury,-71.0547,42.1890,8.49213,18.10,0,0.584,6.348,86.10,2.0527,24,666,20.2,83.45,17.64
Boston Roxbury,-71.0505,42.1880,10.06230,18.10,0,0.584,6.833,94.30,2.0882,24,666,20.2,81.33,19.69
Boston Roxbury,-71.0520,42.1854,6.44405,18.10,0,0.584,6.425,74.80,2.2004,24,666,20.2,97.95,12.03
Boston Savin Hill,-71.0495,42.1815,5.58107,18.10,0,0.713,6.436,87.90,2.3158,24,666,20.2,100.19,16.22
Boston Savin Hill,-71.0475,42.1842,13.91340,18.10,0,0.713,6.208,95.00,2.2222,24,666,20.2,100.63,15.17
Boston Savin Hill,-71.0460,42.1867,11.16040,18.10,0,0.740,6.629,94.60,2.1247,24,666,20.2,109.85,23.27
Boston Savin Hill,-71.0455,42.1893,14.42080,18.10,0,0.740,6.461,93.30,2.0026,24,666,20.2,27.49,18.05
Boston Savin Hill,-71.0445,42.1917,15.17720,18.10,0,0.740,6.152,100.00,1.9142,24,666,20.2,9.32,26.45
Boston Savin Hill,-71.0445,42.1938,13.67810,18.10,0,0.740,5.935,87.90,1.8206,24,666,20.2,68.95,34.02
Boston Savin Hill,-71.0370,42.1940,9.39063,18.10,0,0.740,5.627,93.90,1.8172,24,666,20.2,396.90,22.88
Boston Savin Hill,-71.0321,42.1925,22.05110,18.10,0,0.740,5.818,92.40,1.8662,24,666,20.2,391.45,22.11
Boston Savin Hill,-71.0345,42.1850,9.72418,18.10,0,0.740,6.406,97.20,2.0651,24,666,20.2,385.96,19.52
Boston Savin Hill,-71.0340,42.1890,5.66637,18.10,0,0.740,6.219,100.00,2.0048,24,666,20.2,395.69,16.59
